analysis_set,anchor_unit_id,disease,primary_gwas,locus_id,locus_label,gwas_lead_snp,source_gwas_lead_snps,source_lead_signal_ids,eligible_source_gwas_lead_snps,eligible_source_lead_signal_ids,gene_symbol,gene_id,cell_class,beta_G,SE_G,P_beta_G_positive,beta_G_sign_probability,direction_class,PP4,PP4_relaxed_max_diagnostic,coloc_join_status,mr_p_value,mr_bh_fdr,mr_nsnp,egger_intercept_p,eqtl_finemap_max_PIP,evidence_grade,grade_reason,primary_anchor_eligible,qtl_label,qtl_resolution,cell_mapping_confidence,source_qtl_labels,source_signal_count,all_signal_grades,qtl_lead_snp,complex_region,effect_interpretation,allele_reaudit_status,source_doi,gene_id_clean,beta_D,SE_D,expression_estimable,pathology_phenotype,disease_expression_resource,replication_role
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|SIGLEC11|ENSG00000161640|Immune,AD,Bellenguez et al.,AD|SIGLEC11,SIGLEC11,rs9304690,rs9304690,AD|rs9304690,rs9304690,AD|rs9304690,SIGLEC11,ENSG00000161640,Immune,0.103,0.018,0.999999994743,0.999999994743,higher_expression_higher_disease_risk,0.98,0.98,exact,3.82e-09,2.26233009709e-08,5,0.126,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,MG,major_class,high_exact,MG,1,,rs9304690,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000161640,,,False,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|WDR81|ENSG00000132386|Immune,AD,Bellenguez et al.,AD|WDR81,WDR81,rs35048651,rs35048651,AD|rs35048651,rs35048651,AD|rs35048651,SERPINF1,ENSG00000132386,Immune,0.154,0.035,0.999994587456,0.999994587456,higher_expression_higher_disease_risk,0.82,0.82,exact,1.32e-05,4.44861878453e-05,7,0.0827,1.0,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,MG,major_class,high_exact,MG,1,,rs72631502,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000132386,-0.0455925017320807,0.0703753588583654,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|DOC2A|ENSG00000149932|OPC,AD,Bellenguez et al.,AD|DOC2A,DOC2A,rs1140239,rs1140239,AD|rs1140239,rs1140239,AD|rs1140239,TMEM219,ENSG00000149932,OPC,0.228,0.102,0.987300977,0.987300977,higher_expression_higher_disease_risk,0.87,0.87,exact,0.0257,0.0396886075949,3,0.835,1.0,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,OPC,major_class,high_exact,OPC,1,,rs4788201,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000149932,-0.0380421710109299,0.0370446448018462,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|HS3ST5|ENSG00000196591|OPC,AD,Bellenguez et al.,AD|HS3ST5,HS3ST5,rs785129,rs785129,AD|rs785129,rs785129,AD|rs785129,HDAC2,ENSG00000196591,OPC,0.126,0.034,0.999894671964,0.999894671964,higher_expression_higher_disease_risk,0.87,0.87,exact,0.000262,0.000691861471861,5,0.111,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,OPC2,subtype_parent_mapping,high_parent,OPC2,1,,rs9374457,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000196591,-0.0052942752668525,0.0220372147347186,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|MYO15A|ENSG00000131899|OPC,AD,Bellenguez et al.,AD|MYO15A,MYO15A,rs2242595,rs2242595,AD|rs2242595,rs2242595,AD|rs2242595,LLGL1,ENSG00000131899,OPC,-0.063,0.024,0.00433244836301,0.995667551637,higher_expression_lower_disease_risk,0.98,0.98,exact,0.00823,0.01472228739,5,0.448,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,OPC,major_class,high_exact,OPC;OPC1,2,,rs113978084,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000131899,-0.0143777878744497,0.0719846257979568,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|ABCA7|ENSG00000064687|Oligo,AD,Bellenguez et al.,AD|ABCA7,ABCA7,rs12151021,rs12151021,AD|rs12151021,rs12151021,AD|rs12151021,ABCA7,ENSG00000064687,Oligo,0.234,0.048,0.999999455958,0.999999455958,higher_expression_higher_disease_risk,0.87,0.87,exact,1.37e-06,5.39161290323e-06,7,0.179,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,OD3,subtype_parent_mapping,high_parent,OD3,1,,rs34912310,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000064687,0.0774222986676033,0.0584115395253649,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|APH1B|ENSG00000138613|Oligo,AD,Bellenguez et al.,AD|APH1B,APH1B,rs117618017,rs117618017,AD|rs117618017,rs117618017,AD|rs117618017,APH1B,ENSG00000138613,Oligo,0.346,0.062,0.999999988019,0.999999988019,higher_expression_higher_disease_risk,1.0,1.0,exact,2.98e-08,1.55367521368e-07,5,0.299,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,OD,major_class,high_exact,OD;OD1;OD2,3,,rs117618017,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000138613,-0.0299032843814899,0.0250170880190492,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|COX7C|ENSG00000145715|Oligo,AD,Bellenguez et al.,AD|COX7C,COX7C,rs62374257,rs62374257,AD|rs62374257,rs62374257,AD|rs62374257,RASA1,ENSG00000145715,Oligo,-0.292,0.067,6.5565578245e-06,0.999993443442,higher_expression_lower_disease_risk,0.92,0.92,exact,1.36e-05,4.55824175824e-05,3,0.83,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,OD2,subtype_parent_mapping,high_parent,OD2,1,,rs62375412,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000145715,-0.0303856124399739,0.0348431492630647,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|DOC2A|ENSG00000090238|Oligo,AD,Bellenguez et al.,AD|DOC2A,DOC2A,rs1140239,rs1140239,AD|rs1140239,rs1140239,AD|rs1140239,YPEL3,ENSG00000090238,Oligo,-0.346,0.087,3.48933964822e-05,0.999965106604,higher_expression_lower_disease_risk,0.87,0.87,exact,7.01e-05,0.000209612745098,3,0.589,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,OD3,subtype_parent_mapping,high_parent,OD3,1,,rs7191849,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000090238,0.0248285527044615,0.024722519534073,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|EPDR1|ENSG00000086289|Oligo,AD,Bellenguez et al.,AD|EPDR1,EPDR1,rs6966331,rs6966331,AD|rs6966331,rs6966331,AD|rs6966331,EPDR1,ENSG00000086289,Oligo,0.234,0.041,0.999999994261,0.999999994261,higher_expression_higher_disease_risk,0.85,0.85,exact,1.02e-08,5.76111111111e-08,4,0.833,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,OD3,subtype_parent_mapping,high_parent,OD3,1,,rs2718071,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000086289,0.0502579101186821,0.0464298963408486,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|GRN|ENSG00000030582|Oligo,AD,Bellenguez et al.,AD|GRN,GRN,rs5848,rs5848,AD|rs5848,rs5848,AD|rs5848,GRN,ENSG00000030582,Oligo,-0.235,0.055,9.65482883891e-06,0.999990345171,higher_expression_lower_disease_risk,1.0,1.0,exact,1.81e-05,5.90427807487e-05,4,0.457,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,OD2,subtype_parent_mapping,high_parent,OD2;OD3,2,,rs5848,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000030582,-0.0090378136010593,0.025589620026696,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|PRKD3|ENSG00000218739|Oligo,AD,Bellenguez et al.,AD|PRKD3,PRKD3,rs17020490,rs17020490,AD|rs17020490,rs17020490,AD|rs17020490,CEBPZOS,ENSG00000218739,Oligo,-0.074,0.02,0.000107799733477,0.999892200267,higher_expression_lower_disease_risk,0.84,0.84,exact,0.000293,0.000760553191489,6,0.175,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,OD2,subtype_parent_mapping,high_parent,OD2,1,,rs11695271,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000218739,0.001749960603304,0.0175097920782441,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|SPDYE3|ENSG00000066923|Oligo,AD,Bellenguez et al.,AD|SPDYE3,SPDYE3,rs7384878,rs7384878,AD|rs7384878,rs7384878,AD|rs7384878,STAG3,ENSG00000066923,Oligo,-0.261,0.04,3.40007466626e-11,0.999999999966,higher_expression_lower_disease_risk,0.98,0.98,exact,6.18e-11,4.54192771084e-10,7,0.126,1.0,G1,PP4>=0.9; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; eQTL fine-map max PIP>=0.5,yes,OD,major_class,high_exact,OD,1,,rs2272344,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000066923,-0.146642012896549,0.0724716989447145,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
primary_singlebrain_major_plus_parent_mapped_subtypes,AD|AD|SPPL2A|ENSG00000138600|Oligo,AD,Bellenguez et al.,AD|SPPL2A,SPPL2A,rs8025980,rs8025980,AD|rs8025980,rs8025980,AD|rs8025980,SPPL2A,ENSG00000138600,Oligo,0.147,0.04,0.999881075293,0.999881075293,higher_expression_higher_disease_risk,0.92,0.92,exact,0.000207,0.000553815789474,3,0.144,,G2,PP4>0.8; disease-GWAS BH-FDR<0.05; nsnp>=3; Egger intercept p>0.05; strongest auxiliary criteria incomplete,yes,OD3,subtype_parent_mapping,high_parent,OD3,1,,rs12438326,,Published TwoSampleMR IVW estimate with cell-type eQTL expression as exposure and disease GWAS as outcome,not_possible_from_public_supplementary_table_no_effect_alleles,10.1038/s41588-026-02541-x,ENSG00000138600,0.0145662338179538,0.0185087499761799,True,CERAD,PsychAD RADC,stage_mechanism_not_independent_genetic_replication
